"mean","std","rms","max","min","acosxy","acosyz","acosxz","label"
9.89073431248116,0.660496461053757,11.3408684461051,8.43723017464428,3.14495378542852,2.39428020526287,0.811660448754616,2.71264105746886,1
9.84949661551297,0.584324320349381,11.3408684461051,8.43723017464428,3.13839076845331,2.44601870467547,0.762827964994165,2.88897951651704,1
9.77564464948993,0.419718458662071,11.2243353298364,8.91486221405945,3.12660273291794,2.85664106522292,0.251335551045258,3.01222234326978,1
9.7415198102058,0.176620642047973,9.98094849718938,8.91486221405945,3.12114078666852,3.0419359820342,0.0809924843224509,3.06778701781241,1
9.77408927122513,0.102529069044203,10.0641098644692,9.53214809773904,3.12635399006976,3.03023623008701,0.10121034538802,3.07915475595812,1
9.78491206939175,0.125792152831893,10.1338550500708,9.4877089368396,3.12808440893013,2.98041713325382,0.120443910665879,3.03430363179686,1
9.80206700040841,0.12564855142186,10.1431181736228,9.4877089368396,3.13082529062361,2.97753178759941,0.134979802384817,3.04224396327385,1
9.79283929142475,0.149072622097055,10.1465896647428,9.15010269037534,3.12935125727758,2.94892813533767,0.179409868157171,3.07371471316554,1
9.78476695127629,0.2482289865869,10.3889713972468,9.15010269037534,3.12806121284036,2.78262610777965,0.287764294159966,3.02711775771569,1
9.81244876244412,0.250338390938643,10.3889713972468,9.17444663189366,3.13248284312047,2.78864216738,0.303124551260217,3.05101448809734,1
9.80979511749843,0.157825977005613,10.206574573684,9.28889321819747,3.13205924552816,2.84720613638699,0.294016338961363,3.08481382713673,1
9.77394141202501,0.134814300959097,10.175472699727,9.45175877696024,3.12633034275411,2.8919853414716,0.244921420369227,3.06813123159467,1
9.77265236043212,0.259959230074685,10.4610396977867,9.30026041790422,3.12612417546586,2.73375711298297,0.330396119339186,2.96609129098733,1
9.79575536217379,0.313496908643676,10.4610396977867,9.26991690988328,3.1298171451658,2.54940264362715,0.584846963942652,3.01884614678501,1
9.75221892707193,0.416142227475912,10.8715609323126,8.68136097787035,3.12285429168124,2.63343234861064,0.522521680733224,3.01100967346703,1
9.74498504009844,0.511437041461541,10.8715609323126,8.61620913039476,3.12169585964079,2.83262823729938,0.287446920211445,3.00117585053707,1
9.76114023796962,0.431677043294285,10.5637765407707,8.61620913039476,3.124282355673,2.93088226261718,0.143492017342056,3.01260442060015,1
9.74506223985673,0.246650344100539,10.2031234917346,8.95952218344544,3.12170822465149,2.99407223209029,0.110055178852014,3.05548930247239,1
9.7604299835255,0.0908486444218281,9.96564660359126,9.57024980220626,3.12416868679102,3.03479346412404,0.0957892627031614,3.08987749420524,1
9.76222093725256,0.0896400040660306,9.95268047205631,9.45175877696024,3.12445530248915,3.03875177668992,0.0971615753869476,3.09515140710348,1
9.77963902562611,0.0845214624475269,9.94678118846524,9.45175877696024,3.12724144025147,3.02000050520458,0.110097246446618,3.09710472813963,1
9.78212810108976,0.0781290483949358,9.94678118846524,9.61674917998442,3.12763938156076,3.02403412781695,0.109976666632699,3.10372095757312,1
9.76880391263613,0.0847207821607298,9.94678118846524,9.61674917998442,3.12550858463645,3.04354370476846,0.0957357673368391,3.10158096733758,1
9.77189002642321,0.0941967935871875,9.98094849718938,9.55797552525319,3.12600224350898,3.01896702332252,0.105010143048081,3.06842364821348,1
9.76922009866182,0.0969480138231972,9.98094849718938,9.5419953607965,3.12557516285592,3.01348814511542,0.103195440208439,3.06158312336597,1
9.77507224245832,0.0864040241374065,9.94678118846524,9.5419953607965,3.12651119340045,3.03785148285264,0.0873369480091566,3.08291790178973,1
9.7857596240467,0.0924941743965421,10.0641098644692,9.57024980220626,3.12821988102606,3.03534085622837,0.100357992513562,3.078592623977,1
9.7783061893024,0.10347793230696,10.0641098644692,9.55797552525319,3.12702833202745,3.01506919048907,0.108924992917704,3.07459479550148,1
9.78935147566372,0.0879343543214967,9.94678118846524,9.55797552525319,3.12879393307768,3.01929095015839,0.112959692403135,3.08748546377106,1
9.79096273774104,0.0860615905990363,9.91486440380921,9.55797552525319,3.12905141180854,3.00801261375197,0.141396761899217,3.08598640928296,1
9.77809219401467,0.0857083286234348,9.91486440380921,9.55797552525319,3.12699411480333,3.02033408971273,0.131181646096072,3.08977359776816,1
9.77133776372365,0.0941586082734386,9.94678118846524,9.5419953607965,3.12591390855917,3.02228663810079,0.115547580864238,3.09633974510029,1
9.76434359525577,0.100211939923635,9.95268047205631,9.5419953607965,3.12479496851486,2.99268604839537,0.141739279757836,3.09158130299736,1
9.78112427080067,0.0941563403519692,9.96564660359126,9.57024980220626,3.12747890013677,2.99940849373242,0.132588905160236,3.08429960886488,1
9.78375820750601,0.0909682735626425,9.96564660359126,9.60086684184579,3.127899967631,3.03591200705069,0.0976652787925076,3.09537225981737,1
9.77562739606508,0.0818542572253763,9.94678118846524,9.57024980220626,3.12659997378384,3.04885881997589,0.0848449291336996,3.1011814934976,1
9.78136341257187,0.0849881814091713,9.94678118846524,9.57024980220626,3.12751713225873,3.04921789954826,0.0878530473389017,3.09871675671505,1
9.78441652271219,0.0829684080929506,9.94678118846524,9.57024980220626,3.12800519863893,3.05324665839508,0.0871440313170952,3.10266819617888,1
9.77908380454892,0.0744558836622518,9.91486440380921,9.57024980220626,3.12715266729159,3.056707278651,0.0770913105202945,3.10363080551036,1
9.76271802484299,0.0731190134207621,9.94678118846524,9.57024980220626,3.12453484935646,3.04749555735443,0.0814489136139607,3.09930243846299,1
9.76268354990627,0.0835161857366484,9.98094849718938,9.57024980220626,3.12452933254055,3.05249880578091,0.0797978909134332,3.09869773123282,1
9.7797171344758,0.0892874790755482,9.98094849718938,9.58618286663185,3.12725392868501,3.05233174889498,0.079999207278844,3.09823665430603,1
9.78453007064133,0.0878768224899119,9.94678118846524,9.58618286663185,3.12802334880054,3.04635381655873,0.0865308361742185,3.09867030608735,1
9.77589077356532,0.276048974330469,10.5904135484896,8.62710194021898,3.12664209233569,2.92065089746052,0.249575883503854,3.01285025916083,1
9.7792476306251,0.277936443359478,10.5904135484896,8.62710194021898,3.12717886131016,2.90456790363022,0.260110042690184,3.00888279387992,1
9.78642245534767,0.121081663827961,10.1292203116395,9.52845275040198,3.12832582307976,3.00668545748396,0.120781220743534,3.08903050984816,1
9.77841917947847,0.140078582439435,10.1292203116395,9.42065715009415,3.12704639867695,3.01913682392732,0.114575326023227,3.08734125504454,1
9.78088668673841,0.119463191996185,10.0804269033366,9.42065715009415,3.12744091658634,3.01860609617917,0.105617469658811,3.08553676641084,1
9.77954699669085,0.126794209953668,10.0489346046349,9.3719325174688,3.12722672614105,2.92926789857411,0.207574803930883,3.04564770201458,1
9.76691558819019,0.133710362277555,10.0804269033366,9.3719325174688,3.12520648728851,2.88680122971962,0.260322114398361,3.04327507267032,1
9.77924835125955,0.0982077873347749,10.0804269033366,9.50871997695689,3.12717897653133,2.96852855944872,0.185398016902228,3.0875313928875,1
9.78512259528347,0.0817420321206138,9.91486440380921,9.58618286663185,3.12811805967797,3.03542019398528,0.10791045231381,3.09631139954607,1
9.77560953109872,0.0811086697849639,9.91486440380921,9.58618286663185,3.12659711685064,3.04326159806588,0.098603424022531,3.09112899587574,1
9.77463998988213,0.0696782718382395,9.93142665156064,9.60086684184579,3.12644206565261,3.04988718967924,0.0799236441285646,3.09576535011859,1
9.77183032023549,0.0660298627853699,9.93142665156064,9.60086684184579,3.12599269356719,3.04802964975996,0.0799661036525127,3.09939217391955,1
9.77282855290431,0.0727006671482608,9.91486440380921,9.60086684184579,3.12615235599679,3.04720086899724,0.0814465577659818,3.09736764821261,1
9.77941894227925,0.0777005626738289,9.91486440380921,9.60086684184579,3.12720625195705,3.05409774420611,0.076035642829794,3.10220459253535,1
9.7746765201453,0.0863359726274646,9.94678118846524,9.57024980220626,3.12644790779333,3.05237648564751,0.0784566305914642,3.10300818395336,1
9.76697376553742,0.0864953214746938,9.94678118846524,9.57024980220626,3.12521579503519,3.05371193071429,0.0794590702498121,3.10131520392333,1
9.77053865456048,0.0783674138349945,9.94678118846524,9.57024980220626,3.12578608586072,3.06588430322448,0.0730729957001823,3.10221089386895,1
9.76704409691571,0.0765281139039591,9.94678118846524,9.57024980220626,3.12522704725844,3.0576158408235,0.0731486313710083,3.0966469469539,1
9.76011773688341,0.0971080782234994,9.94678118846524,9.40818771094253,3.12411871363484,3.04654989838359,0.0797412162464715,3.09967798617994,1
9.77801160506328,0.107454950890664,10.0571087437162,9.40818771094253,3.12698122876734,2.99879724752131,0.133730764212038,3.08594102857913,1
9.78198697318976,0.0904522519898783,10.0571087437162,9.58618286663185,3.1276168200708,2.99202702655832,0.133511462359686,3.07183749310101,1
9.78064555675508,0.0965015365779648,10.0489346046349,9.5419953607965,3.12740236566309,3.02016219098722,0.0922486948009399,3.06743629870952,1
9.78354357448083,0.0971308445025655,10.0489346046349,9.5419953607965,3.12786565799761,3.02658581851379,0.10361065250264,3.07745436359063,1
9.78302539640698,0.108855916728849,10.0955548252381,9.45175877696024,3.12778282436728,3.03777275008095,0.093929706338063,3.09721623230738,1
9.79250255109423,0.105345557072584,10.0955548252381,9.45175877696024,3.12929745327833,3.04534786609456,0.0873209624207402,3.09863787106348,1
9.79033649272622,0.0806993100319396,9.91486440380921,9.57024980220626,3.12895134074121,3.04889670028941,0.0845911972414297,3.09494213039727,1
9.7768097527995,0.108662105914078,10.1858505430156,9.5419953607965,3.12678904833689,3.02846490724659,0.0953615459463051,3.09308151517887,1
9.77115796841699,0.111422546773132,10.1858505430156,9.5419953607965,3.12588514958835,3.02670935980319,0.100703654996668,3.09815476941076,1
